district_id,lat,lon,elevation,dist_to_river,land_cover_index,population_density,impervious_frac
0,20.553318710758166,78.78152589403489,83.5422210766892,0.5618023664045304,0.8764280262368687,50.0,0.2816921886346191
1,18.408822014413133,80.63033077920394,542.0695886478702,5.754877325554938,0.39650959834079696,75.26893406046547,0.16759708002585516
2,21.09502668743285,75.30435047254666,120.71744290395117,3.8758681183213484,0.8180428135274217,50.0,0.5912049948167846
3,20.06315538597993,75.67481556008941,216.2787425035563,0.9877265880021169,0.3156536222573811,50.28046489984196,0.20750380004764835
4,16.20273502648096,76.49731323358921,340.6882662762514,0.6017754431173082,0.15889580362574163,50.0,0.25345658923641035
5,21.843983050475238,74.17261228039956,446.5555828398195,1.5930588278056397,0.719580445940483,81.15096539548512,0.10313299175986462
6,20.47129409273826,73.6783484942844,477.8066449482137,0.9144926094202953,0.15551094837591012,50.0,0.24122872836060696
7,20.630811553772503,76.54835088767526,498.3368087999813,0.22721609667706782,0.22348542645958458,50.0,0.5120450375439777
8,16.419927249123493,74.48334759712233,212.81873193789062,1.5106793953563475,0.8282900010025822,936.5208854443373,0.5349037096546614
9,18.482470002531628,78.15945615586483,184.41205183385821,6.755635694103351,0.464758051250646,50.0,0.4259009638056911
10,17.97310735508852,76.22836092664035,514.4939703142885,3.026549812081031,0.6096307263729535,50.0,0.2852554767664321
11,21.531295928631053,79.51122902728005,252.17391877959628,9.247233676836485,0.6739276236229875,678.9889687804441,0.24787248292333505
12,19.720736768516254,78.41220034661868,18.921580834480494,6.139296975399411,0.683622942576353,2198.5951917103366,0.4316679645245102
13,20.865674324933313,75.19264312347094,16.678196499129854,3.353676296524796,0.45494650639810136,50.0,0.1970520448002358
14,18.43785087249492,79.50775635158017,70.13692849959716,5.551801185299526,0.09733647038710476,60.0349052678756,0.37517806759442723
15,17.05432781942257,79.27954416722346,424.29018601344103,2.180792050700666,0.2758610892407972,131.0673228443565,0.30607302242294726
16,19.14934263690134,75.81607054595045,335.60643401764133,3.2035477680028994,0.3426582109703955,602.7891147924317,0.30324768504005073
17,16.00843043906672,74.99312326262103,472.62133851694205,1.1406566584648419,0.8093970752951997,50.0,0.48446557454412287
18,20.896839500752527,78.2647126829923,193.18683841586642,0.6571623952364849,0.8048636354134415,68.73059000354465,0.09097264733509326
19,19.642652154381214,73.75994561395727,339.63492276917856,6.434752151769439,0.18679873701584132,211.67907565923167,0.325338840592838
20,20.451761536546393,74.2592380805434,456.3975984918342,0.42090888591077724,0.43667188660134065,145.21896138463663,0.6046215741333603
21,17.868966196031156,72.66110683893334,222.6633650699404,0.563696985031449,0.9113551097339426,59.51499643070984,0.22808291410575965
22,21.81246735612738,79.13147233326775,414.19380938935285,0.9307252127270684,0.5086941191855525,77.69529786716917,0.311867577054864
23,21.315975176462064,78.11826210971387,134.51851473333718,2.9024981405212773,0.6486668556742421,50.0,0.27347695300348757
24,20.581654381272074,78.45287264259858,209.23653835873205,1.2415172280614104,0.650575396561384,69.26979008404973,0.21105905693146867
25,16.845687730252592,79.08005095748234,204.56552650041772,2.053448805944884,0.6253755709493063,67.15301094060544,0.06881685718489745
26,18.58701442385302,76.40900093696823,1.0400886027400702,6.4793367027742,0.4225386951198505,116.20860308913575,0.1078420704249405
27,15.880344101038263,77.32055192640902,421.74312019639547,4.625160708102795,0.1926230558708774,50.0,0.3749653616765385
28,16.587452749232305,73.76031508445955,182.64941494931904,3.513740971163079,0.6631141398677639,151.21344394904713,0.8163422381037169
29,19.97151330075171,73.55059961034857,303.12352968192187,0.5128497913758782,0.7028067938702228,274.23554752826755,0.12357063241739781
